instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
3979,2,0,6,16,0,0,0,2,0.76,0.6818,0.48,0.0,121,257,378
3980,2,0,6,17,0,0,0,1,0.74,0.6667,0.51,0.0,159,238,397
3981,2,0,6,18,0,0,0,2,0.74,0.6818,0.58,0.0896,78,218,296
3982,2,0,6,19,0,0,0,1,0.72,0.6818,0.62,0.1343,94,217,311
3983,2,0,6,20,0,0,0,1,0.7,0.6515,0.7,0.194,86,146,232
3984,2,0,6,21,0,0,0,1,0.68,0.6364,0.79,0.1343,57,110,167
3985,2,0,6,22,0,0,0,1,0.66,0.6061,0.78,0.2239,38,114,152
3986,2,0,6,23,0,0,0,1,0.66,0.6061,0.78,0.194,14,78,92
3987,2,0,6,0,0,1,1,1,0.66,0.6061,0.83,0.1642,7,19,26
3988,2,0,6,1,0,1,1,1,0.64,0.5758,0.89,0.0896,9,3,12
3989,2,0,6,2,0,1,1,1,0.64,0.5758,0.89,0.0896,2,0,2
3990,2,0,6,3,0,1,1,3,0.64,0.5758,0.89,0.0,1,0,1
3991,2,0,6,4,0,1,1,3,0.62,0.5606,0.88,0.1642,1,2,3
3992,2,0,6,5,0,1,1,3,0.62,0.5758,0.83,0.1343,0,3,3
3993,2,0,6,6,0,1,1,3,0.6,0.5758,0.78,0.1343,1,25,26
3994,2,0,6,7,0,1,1,3,0.56,0.5303,0.88,0.194,0,46,46
3995,2,0,6,8,0,1,1,3,0.56,0.5303,0.83,0.194,12,209,221
3996,2,0,6,9,0,1,1,2,0.6,0.5758,0.78,0.2537,19,200,219
3997,2,0,6,10,0,1,1,2,0.6,0.5758,0.78,0.2537,33,58,91
3998,2,0,6,11,0,1,1,2,0.6,0.5758,0.78,0.1045,27,67,94
3999,2,0,6,12,0,1,1,2,0.62,0.6061,0.69,0.1045,33,129,162
4000,2,0,6,13,0,1,1,1,0.64,0.6061,0.65,0.1045,50,129,179
4001,2,0,6,14,0,1,1,1,0.66,0.6212,0.61,0.1045,45,130,175
4002,2,0,6,15,0,1,1,1,0.66,0.6212,0.61,0.1343,66,139,205
4003,2,0,6,16,0,1,1,1,0.7,0.6515,0.58,0.1642,61,238,299
4004,2,0,6,17,0,1,1,1,0.7,0.6515,0.54,0.0,81,484,565
4005,2,0,6,18,0,1,1,1,0.7,0.6515,0.61,0.2537,64,474,538
4006,2,0,6,19,0,1,1,1,0.66,0.6212,0.65,0.2239,62,369,431
4007,2,0,6,20,0,1,1,1,0.66,0.6212,0.69,0.2239,52,264,316
4008,2,0,6,21,0,1,1,1,0.64,0.6061,0.73,0.1642,39,167,206
4009,2,0,6,22,0,1,1,2,0.64,0.6061,0.73,0.2239,24,106,130
4010,2,0,6,23,0,1,1,1,0.62,0.5909,0.78,0.2537,10,50,60
4011,3,0,6,0,0,2,1,1,0.62,0.5909,0.78,0.1642,10,23,33
4012,3,0,6,1,0,2,1,3,0.62,0.5909,0.78,0.1642,2,12,14
4013,3,0,6,2,0,2,1,3,0.62,0.5758,0.83,0.1642,1,5,6
4014,3,0,6,3,0,2,1,3,0.62,0.5758,0.83,0.1642,0,2,2
4015,3,0,6,4,0,2,1,2,0.6,0.5455,0.88,0.1045,2,7,9
4016,3,0,6,5,0,2,1,2,0.6,0.5455,0.88,0.1343,3,22,25
4017,3,0,6,6,0,2,1,2,0.6,0.5455,0.88,0.1343,8,107,115
4018,3,0,6,7,0,2,1,2,0.6,0.5152,0.94,0.0,21,288,309
4019,3,0,6,8,0,2,1,2,0.62,0.5606,0.88,0.1045,33,368,401
4020,3,0,6,9,0,2,1,2,0.62,0.5606,0.88,0.2537,32,243,275
4021,3,0,6,10,0,2,1,2,0.64,0.5758,0.83,0.194,41,120,161
4022,3,0,6,11,0,2,1,1,0.66,0.6061,0.83,0.1642,52,119,171
4023,3,0,6,12,0,2,1,1,0.7,0.6667,0.74,0.1642,40,149,189
4024,3,0,6,13,0,2,1,1,0.74,0.697,0.66,0.1642,49,158,207
4025,3,0,6,14,0,2,1,1,0.76,0.7121,0.62,0.2239,44,108,152
4026,3,0,6,15,0,2,1,1,0.78,0.7424,0.59,0.2537,42,128,170
4027,3,0,6,16,0,2,1,1,0.8,0.7727,0.59,0.2239,62,273,335
4028,3,0,6,17,0,2,1,1,0.78,0.7576,0.66,0.2239,65,507,572
4029,3,0,6,18,0,2,1,2,0.76,0.7273,0.7,0.2537,67,469,536
4030,3,0,6,19,0,2,1,2,0.74,0.7121,0.74,0.2239,67,358,425
4031,3,0,6,20,0,2,1,3,0.74,0.697,0.7,0.2239,72,254,326
4032,3,0,6,21,0,2,1,1,0.72,0.697,0.74,0.194,38,191,229
4033,3,0,6,22,0,2,1,1,0.7,0.6667,0.79,0.1045,12,97,109
4034,3,0,6,23,0,2,1,1,0.7,0.6667,0.74,0.1045,11,53,64
4035,3,0,6,0,0,3,1,1,0.66,0.6061,0.78,0.194,15,18,33
4036,3,0,6,1,0,3,1,1,0.66,0.6061,0.78,0.1343,2,19,21
4037,3,0,6,2,0,3,1,1,0.66,0.6061,0.78,0.0,2,5,7
4038,3,0,6,3,0,3,1,1,0.66,0.6061,0.78,0.1343,0,7,7
4039,3,0,6,4,0,3,1,1,0.64,0.5758,0.83,0.0,3,8,11
4040,3,0,6,5,0,3,1,1,0.64,0.5758,0.89,0.0,2,21,23
4041,3,0,6,6,0,3,1,1,0.66,0.6061,0.83,0.0,12,110,122
4042,3,0,6,7,0,3,1,1,0.7,0.6667,0.79,0.0,23,288,311
4043,3,0,6,8,0,3,1,1,0.72,0.697,0.74,0.1045,27,396,423
4044,3,0,6,9,0,3,1,1,0.72,0.697,0.79,0.1642,14,205,219
4045,3,0,6,10,0,3,1,1,0.74,0.697,0.7,0.2537,31,104,135
4046,3,0,6,11,0,3,1,1,0.74,0.697,0.7,0.1642,37,108,145
4047,3,0,6,12,0,3,1,2,0.8,0.7727,0.59,0.2239,44,144,188
4048,3,0,6,13,0,3,1,2,0.82,0.7879,0.56,0.2537,34,113,147
4049,3,0,6,14,0,3,1,2,0.82,0.7727,0.52,0.2836,32,113,145
4050,3,0,6,15,0,3,1,2,0.82,0.7879,0.56,0.2836,32,114,146
4051,3,0,6,16,0,3,1,2,0.82,0.803,0.59,0.3284,34,224,258
4052,3,0,6,17,0,3,1,2,0.8,0.7576,0.55,0.3881,67,462,529
4053,3,0,6,18,0,3,1,2,0.8,0.7727,0.59,0.2537,66,447,513
4054,3,0,6,19,0,3,1,2,0.8,0.7424,0.52,0.2537,62,280,342
4055,3,0,6,20,0,3,1,1,0.74,0.7121,0.74,0.1343,52,230,282
4056,3,0,6,21,0,3,1,1,0.74,0.7121,0.79,0.1642,31,216,247
4057,3,0,6,22,0,3,1,2,0.72,0.697,0.79,0.194,25,123,148
4058,3,0,6,23,0,3,1,2,0.72,0.697,0.79,0.2239,14,91,105
4059,3,0,6,0,0,4,1,1,0.72,0.697,0.79,0.2239,5,44,49
4060,3,0,6,1,0,4,1,1,0.72,0.697,0.74,0.2239,5,26,31
4061,3,0,6,2,0,4,1,1,0.72,0.697,0.74,0.2239,0,4,4
4062,3,0,6,3,0,4,1,2,0.72,0.697,0.74,0.1642,1,4,5
4063,3,0,6,4,0,4,1,2,0.7,0.6667,0.79,0.1343,0,7,7
4064,3,0,6,5,0,4,1,1,0.72,0.697,0.74,0.1642,2,22,24
4065,3,0,6,6,0,4,1,1,0.72,0.697,0.74,0.1642,8,92,100
4066,3,0,6,7,0,4,1,2,0.72,0.697,0.74,0.1343,26,301,327
4067,3,0,6,8,0,4,1,2,0.74,0.697,0.7,0.194,20,412,432
4068,3,0,6,9,0,4,1,2,0.74,0.697,0.7,0.1343,33,194,227
4069,3,0,6,10,0,4,1,2,0.76,0.7273,0.66,0.1343,39,88,127
4070,3,0,6,11,0,4,1,3,0.76,0.7273,0.66,0.2537,28,108,136
4071,3,0,6,12,0,4,1,2,0.76,0.7273,0.66,0.2836,30,130,160
4072,3,0,6,13,0,4,1,2,0.76,0.7121,0.62,0.2836,37,149,186
4073,3,0,6,14,0,4,1,2,0.76,0.7273,0.66,0.2985,46,103,149
4074,3,0,6,15,0,4,1,2,0.76,0.697,0.52,0.3582,62,127,189
4075,3,0,6,16,0,4,1,2,0.74,0.6818,0.62,0.2985,58,217,275
4076,3,0,6,17,0,4,1,2,0.72,0.6818,0.7,0.3582,74,495,569
4077,3,0,6,18,0,4,1,1,0.72,0.6818,0.7,0.4179,57,483,540
4078,3,0,6,19,0,4,1,1,0.72,0.6818,0.7,0.3582,56,344,400
4079,3,0,6,20,0,4,1,1,0.7,0.6667,0.74,0.2239,75,277,352
4080,3,0,6,21,0,4,1,1,0.7,0.6667,0.74,0.194,46,188,234
4081,3,0,6,22,0,4,1,2,0.7,0.6667,0.74,0.2239,23,139,162
4082,3,0,6,23,0,4,1,1,0.7,0.6667,0.74,0.2836,15,90,105
4083,3,0,6,0,0,5,1,1,0.68,0.6364,0.79,0.194,10,53,63
4084,3,0,6,1,0,5,1,1,0.66,0.6061,0.83,0.3284,8,20,28
4085,3,0,6,2,0,5,1,1,0.66,0.6061,0.83,0.3284,4,10,14
4086,3,0,6,3,0,5,1,1,0.66,0.6061,0.83,0.1642,1,4,5
4087,3,0,6,4,0,5,1,1,0.66,0.6061,0.83,0.0896,1,8,9
4088,3,0,6,5,0,5,1,1,0.64,0.5758,0.89,0.0896,2,18,20
4089,3,0,6,6,0,5,1,1,0.66,0.6061,0.83,0.1343,4,87,91
4090,3,0,6,7,0,5,1,2,0.66,0.6061,0.83,0.2239,21,247,268
4091,3,0,6,8,0,5,1,1,0.7,0.6667,0.74,0.2239,27,439,466
4092,3,0,6,9,0,5,1,1,0.74,0.6818,0.62,0.1343,28,203,231
4093,3,0,6,10,0,5,1,1,0.8,0.7273,0.43,0.2836,43,102,145
4094,3,0,6,11,0,5,1,1,0.8,0.7121,0.38,0.3284,56,147,203
4095,3,0,6,12,0,5,1,1,0.8,0.7121,0.41,0.2836,51,150,201
4096,3,0,6,13,0,5,1,1,0.8,0.7121,0.36,0.2239,43,178,221
4097,3,0,6,14,0,5,1,1,0.78,0.697,0.43,0.2836,67,162,229
4098,3,0,6,15,0,5,1,1,0.82,0.7273,0.34,0.3881,69,147,216
4099,3,0,6,16,0,5,1,1,0.8,0.697,0.33,0.4179,80,247,327
4100,3,0,6,17,0,5,1,1,0.76,0.6667,0.37,0.2537,85,472,557
4101,3,0,6,18,0,5,1,1,0.76,0.6667,0.37,0.2985,87,365,452
4102,3,0,6,19,0,5,1,1,0.74,0.6515,0.4,0.2239,92,293,385
4103,3,0,6,20,0,5,1,1,0.72,0.6515,0.45,0.1642,66,222,288
4104,3,0,6,21,0,5,1,1,0.7,0.6515,0.48,0.1343,50,183,233
4105,3,0,6,22,0,5,1,1,0.7,0.6515,0.48,0.0,41,126,167
4106,3,0,6,23,0,5,1,1,0.68,0.6364,0.51,0.1343,33,139,172
4107,3,0,6,0,0,6,0,1,0.68,0.6364,0.47,0.1642,19,97,116
4108,3,0,6,1,0,6,0,1,0.66,0.6212,0.5,0.1642,20,75,95
4109,3,0,6,2,0,6,0,2,0.66,0.6212,0.5,0.194,8,51,59
4110,3,0,6,3,0,6,0,1,0.64,0.6212,0.57,0.194,18,21,39
4111,3,0,6,4,0,6,0,1,0.64,0.6212,0.57,0.194,7,4,11
4112,3,0,6,5,0,6,0,1,0.62,0.6061,0.61,0.1343,6,8,14
4113,3,0,6,6,0,6,0,1,0.64,0.6212,0.57,0.2239,12,17,29
4114,3,0,6,7,0,6,0,1,0.64,0.6212,0.57,0.2836,7,35,42
4115,3,0,6,8,0,6,0,1,0.7,0.6515,0.48,0.2537,27,85,112
4116,3,0,6,9,0,6,0,1,0.72,0.6515,0.45,0.2537,47,139,186
4117,3,0,6,10,0,6,0,1,0.72,0.6515,0.45,0.194,99,203,302
4118,3,0,6,11,0,6,0,1,0.74,0.6667,0.42,0.0,122,209,331
4119,3,0,6,12,0,6,0,1,0.74,0.6515,0.4,0.2836,140,252,392
4120,3,0,6,13,0,6,0,1,0.74,0.6515,0.4,0.2836,140,231,371
4121,3,0,6,14,0,6,0,1,0.74,0.6667,0.45,0.2985,151,232,383
4122,3,0,6,15,0,6,0,1,0.74,0.6667,0.45,0.0,157,235,392
4123,3,0,6,16,0,6,0,1,0.76,0.6818,0.43,0.2985,175,235,410
4124,3,0,6,17,0,6,0,1,0.74,0.6667,0.42,0.2239,152,247,399
4125,3,0,6,18,0,6,0,1,0.72,0.6515,0.45,0.2537,108,199,307
4126,3,0,6,19,0,6,0,1,0.72,0.6667,0.48,0.2836,121,254,375
4127,3,0,6,20,0,6,0,1,0.7,0.6515,0.48,0.194,74,195,269
4128,3,0,6,21,0,6,0,1,0.68,0.6364,0.51,0.1642,62,140,202
4129,3,0,6,22,0,6,0,1,0.68,0.6364,0.47,0.194,61,126,187
4130,3,0,6,23,0,6,0,2,0.66,0.6212,0.5,0.2985,49,130,179
4131,3,0,6,0,0,0,0,1,0.64,0.6212,0.53,0.0,30,85,115
4132,3,0,6,1,0,0,0,1,0.64,0.6212,0.53,0.1045,17,73,90
4133,3,0,6,2,0,0,0,1,0.62,0.6212,0.57,0.1045,17,70,87
4134,3,0,6,3,0,0,0,1,0.6,0.6061,0.64,0.1045,12,22,34
4135,3,0,6,4,0,0,0,1,0.6,0.6061,0.64,0.0896,3,8,11
4136,3,0,6,5,0,0,0,1,0.6,0.6061,0.64,0.0,3,9,12
4137,3,0,6,6,0,0,0,1,0.6,0.6061,0.64,0.0,7,13,20
4138,3,0,6,7,0,0,0,1,0.62,0.6061,0.61,0.0,24,27,51
4139,3,0,6,8,0,0,0,1,0.64,0.6212,0.61,0.194,29,78,107
4140,3,0,6,9,0,0,0,1,0.66,0.6212,0.54,0.0896,75,131,206
4141,3,0,6,10,0,0,0,1,0.72,0.6667,0.48,0.1045,136,196,332
4142,3,0,6,11,0,0,0,1,0.72,0.6515,0.45,0.1343,127,219,346
4143,3,0,6,12,0,0,0,1,0.74,0.6515,0.4,0.1642,175,268,443
4144,3,0,6,13,0,0,0,1,0.74,0.6515,0.4,0.0,197,245,442
4145,3,0,6,14,0,0,0,1,0.74,0.6515,0.4,0.1343,197,246,443
4146,3,0,6,15,0,0,0,1,0.74,0.6515,0.4,0.0,174,229,403
4147,3,0,6,16,0,0,0,1,0.74,0.6667,0.42,0.194,177,278,455
4148,3,0,6,17,0,0,0,2,0.72,0.6515,0.42,0.1642,178,243,421
4149,3,0,6,18,0,0,0,2,0.72,0.6515,0.45,0.2537,117,265,382
4150,3,0,6,19,0,0,0,2,0.72,0.6667,0.48,0.1343,89,228,317
4151,3,0,6,20,0,0,0,2,0.7,0.6515,0.48,0.1045,55,158,213
4152,3,0,6,21,0,0,0,2,0.7,0.6515,0.54,0.1045,48,135,183
4153,3,0,6,22,0,0,0,1,0.7,0.6515,0.51,0.0,19,95,114
4154,3,0,6,23,0,0,0,1,0.7,0.6515,0.54,0.0896,14,64,78
4155,3,0,6,0,0,1,1,3,0.64,0.6061,0.73,0.2836,7,25,32
4156,3,0,6,1,0,1,1,2,0.62,0.5909,0.78,0.1343,4,11,15
4157,3,0,6,2,0,1,1,3,0.62,0.5909,0.78,0.1343,3,3,6
4158,3,0,6,3,0,1,1,3,0.62,0.5909,0.78,0.1343,0,2,2
4159,3,0,6,4,0,1,1,2,0.6,0.5606,0.83,0.1642,1,8,9
4160,3,0,6,5,0,1,1,2,0.62,0.5758,0.83,0.1642,1,21,22
4161,3,0,6,6,0,1,1,2,0.62,0.5909,0.78,0.1642,4,90,94
4162,3,0,6,7,0,1,1,2,0.64,0.6061,0.73,0.2239,14,247,261
4163,3,0,6,8,0,1,1,1,0.66,0.6212,0.74,0.194,29,418,447
4164,3,0,6,9,0,1,1,2,0.72,0.6667,0.54,0.0,37,150,187
4165,3,0,6,10,0,1,1,2,0.72,0.6667,0.54,0.1343,55,95,150
4166,3,0,6,11,0,1,1,2,0.7,0.6515,0.58,0.0,55,95,150
4167,3,0,6,12,0,1,1,2,0.72,0.6667,0.54,0.0,40,130,170
4168,3,0,6,13,0,1,1,2,0.72,0.6667,0.58,0.2239,37,127,164
4169,3,0,6,14,0,1,1,2,0.72,0.6667,0.58,0.0896,58,100,158
4170,3,0,6,15,0,1,1,2,0.74,0.6818,0.55,0.0,76,126,202
4171,3,0,6,16,0,1,1,1,0.74,0.6818,0.55,0.1045,53,222,275
4172,3,0,6,17,0,1,1,1,0.74,0.6818,0.55,0.1343,90,514,604
4173,3,0,6,18,0,1,1,1,0.74,0.6667,0.51,0.0,79,512,591
4174,3,0,6,19,0,1,1,1,0.72,0.6818,0.62,0.194,56,340,396
4175,3,0,6,20,0,1,1,1,0.7,0.6515,0.65,0.1045,54,251,305
4176,3,0,6,21,0,1,1,1,0.7,0.6515,0.65,0.0,52,190,242
4177,3,0,6,22,0,1,1,1,0.68,0.6364,0.69,0.0,33,112,145
4178,3,0,6,23,0,1,1,1,0.68,0.6364,0.69,0.0,16,65,81
4179,3,0,6,0,0,2,1,2,0.66,0.6061,0.78,0.1343,5,25,30
4180,3,0,6,1,0,2,1,1,0.66,0.6212,0.74,0.0,5,8,13
4181,3,0,6,2,0,2,1,2,0.66,0.6212,0.74,0.0,2,9,11
4182,3,0,6,3,0,2,1,2,0.66,0.6212,0.74,0.0,0,2,2
4183,3,0,6,4,0,2,1,1,0.66,0.6212,0.74,0.0,1,7,8
4184,3,0,6,5,0,2,1,1,0.66,0.6061,0.78,0.0,1,20,21
4185,3,0,6,6,0,2,1,1,0.66,0.6061,0.83,0.1642,7,117,124
4186,3,0,6,7,0,2,1,1,0.68,0.6364,0.83,0.194,27,320,347
4187,3,0,6,8,0,2,1,1,0.7,0.6667,0.79,0.1642,39,417,456
4188,3,0,6,9,0,2,1,1,0.74,0.697,0.7,0.0,38,208,246
4189,3,0,6,10,0,2,1,1,0.8,0.7424,0.49,0.1642,45,112,157
4190,3,0,6,11,0,2,1,1,0.82,0.7576,0.46,0.0,49,118,167
4191,3,0,6,12,0,2,1,1,0.84,0.7727,0.47,0.2239,41,161,202
4192,3,0,6,13,0,2,1,1,0.84,0.7576,0.44,0.0,33,156,189
4193,3,0,6,14,0,2,1,1,0.86,0.7879,0.44,0.2239,43,117,160
4194,3,0,6,15,0,2,1,1,0.86,0.7879,0.41,0.0,39,127,166
4195,3,0,6,16,0,2,1,1,0.86,0.803,0.47,0.2836,41,220,261
4196,3,0,6,17,0,2,1,3,0.82,0.7879,0.56,0.2836,70,509,579
4197,3,0,6,18,0,2,1,3,0.8,0.7576,0.55,0.2985,68,436,504
4198,3,0,6,19,0,2,1,2,0.74,0.6818,0.58,0.4627,44,255,299
4199,3,0,6,20,0,2,1,1,0.74,0.6818,0.62,0.0,50,246,296
4200,3,0,6,21,0,2,1,1,0.74,0.697,0.66,0.2836,31,164,195
4201,3,0,6,22,0,2,1,1,0.7,0.6515,0.7,0.2985,30,104,134
4202,3,0,6,23,0,2,1,1,0.7,0.6515,0.7,0.2836,23,58,81
4203,3,0,6,0,0,3,1,2,0.68,0.6364,0.79,0.2836,11,25,36
4204,3,0,6,1,0,3,1,1,0.68,0.6364,0.79,0.2985,10,18,28
4205,3,0,6,2,0,3,1,1,0.66,0.6061,0.83,0.2239,7,9,16
4206,3,0,6,3,0,3,1,2,0.66,0.6061,0.83,0.1045,2,3,5
4207,3,0,6,4,0,3,1,1,0.66,0.6061,0.83,0.1045,0,5,5
4208,3,0,6,5,0,3,1,1,0.64,0.5758,0.83,0.194,3,19,22
4209,3,0,6,6,0,3,1,1,0.66,0.6212,0.69,0.2985,12,104,116
4210,3,0,6,7,0,3,1,1,0.7,0.6515,0.54,0.2239,18,318,336
4211,3,0,6,8,0,3,1,1,0.7,0.6515,0.48,0.2836,41,499,540
4212,3,0,6,9,0,3,1,1,0.72,0.6515,0.45,0.3881,32,189,221
4213,3,0,6,10,0,3,1,1,0.74,0.6667,0.42,0.2836,31,95,126
4214,3,0,6,11,0,3,1,1,0.76,0.6667,0.35,0.2239,53,117,170
4215,3,0,6,12,0,3,1,1,0.76,0.6667,0.35,0.2537,55,188,243
4216,3,0,6,13,0,3,1,1,0.8,0.697,0.31,0.3284,45,186,231
4217,3,0,6,14,0,3,1,1,0.8,0.697,0.31,0.194,50,138,188
4218,3,0,6,15,0,3,1,1,0.82,0.7121,0.3,0.1642,43,146,189
4219,3,0,6,16,0,3,1,1,0.82,0.7121,0.3,0.4179,60,268,328
4220,3,0,6,17,0,3,1,1,0.82,0.7121,0.26,0.4179,78,492,570
4221,3,0,6,18,0,3,1,1,0.8,0.697,0.29,0.2985,78,510,588
4222,3,0,6,19,0,3,1,1,0.76,0.6667,0.35,0.3881,60,341,401
4223,3,0,6,20,0,3,1,1,0.74,0.6515,0.37,0.2985,69,264,333
4224,3,0,6,21,0,3,1,1,0.72,0.6515,0.39,0.2239,26,195,221
4225,3,0,6,22,0,3,1,1,0.7,0.6364,0.42,0.194,32,151,183
4226,3,0,6,23,0,3,1,1,0.68,0.6364,0.47,0.194,32,97,129
4227,3,0,6,0,0,4,1,1,0.66,0.6212,0.5,0.1642,15,39,54
4228,3,0,6,1,0,4,1,1,0.64,0.6212,0.53,0.1343,13,19,32
4229,3,0,6,2,0,4,1,1,0.62,0.6212,0.57,0.1343,2,6,8
4230,3,0,6,3,0,4,1,1,0.6,0.6061,0.6,0.1642,2,7,9
4231,3,0,6,4,0,4,1,1,0.58,0.5455,0.64,0.1343,2,4,6
4232,3,0,6,5,0,4,1,1,0.58,0.5455,0.64,0.2537,1,24,25
4233,3,0,6,6,0,4,1,1,0.6,0.6061,0.64,0.2537,4,119,123
4234,3,0,6,7,0,4,1,1,0.62,0.6061,0.61,0.2239,29,291,320
4235,3,0,6,8,0,4,1,1,0.68,0.6364,0.47,0.2239,44,511,555
4236,3,0,6,9,0,4,1,1,0.7,0.6364,0.42,0.2239,33,227,260
4237,3,0,6,10,0,4,1,1,0.72,0.6515,0.42,0.194,35,97,132
4238,3,0,6,11,0,4,1,1,0.74,0.6515,0.37,0.1343,47,122,169
4239,3,0,6,12,0,4,1,1,0.76,0.6667,0.35,0.1642,50,183,233
4240,3,0,6,13,0,4,1,1,0.76,0.6667,0.33,0.194,70,162,232
4241,3,0,6,14,0,4,1,1,0.78,0.6818,0.31,0.194,46,117,163
4242,3,0,6,15,0,4,1,1,0.78,0.6667,0.25,0.2537,64,176,240
4243,3,0,6,16,0,4,1,1,0.8,0.697,0.26,0.1343,63,260,323
4244,3,0,6,17,0,4,1,1,0.78,0.6818,0.27,0.3582,98,496,594
4245,3,0,6,18,0,4,1,1,0.76,0.6667,0.29,0.2537,114,472,586
4246,3,0,6,19,0,4,1,1,0.74,0.6515,0.33,0.194,89,366,455
4247,3,0,6,20,0,4,1,1,0.74,0.6515,0.33,0.194,55,285,340
4248,3,0,6,21,0,4,1,1,0.72,0.6515,0.37,0.1045,81,242,323
4249,3,0,6,22,0,4,1,1,0.7,0.6364,0.42,0.1642,43,164,207
4250,3,0,6,23,0,4,1,1,0.66,0.6212,0.5,0.0,27,99,126
4251,3,0,7,0,0,5,1,1,0.66,0.6212,0.5,0.0,20,48,68
4252,3,0,7,1,0,5,1,1,0.66,0.6212,0.5,0.0,15,16,31
4253,3,0,7,2,0,5,1,1,0.62,0.6061,0.69,0.0,6,7,13
4254,3,0,7,3,0,5,1,1,0.64,0.6212,0.53,0.0,5,6,11
4255,3,0,7,4,0,5,1,1,0.62,0.6212,0.57,0.0,1,5,6
4256,3,0,7,5,0,5,1,1,0.6,0.6061,0.64,0.1343,3,27,30
4257,3,0,7,6,0,5,1,1,0.62,0.6061,0.61,0.1343,11,97,108
4258,3,0,7,7,0,5,1,1,0.66,0.6212,0.54,0.1045,25,218,243
4259,3,0,7,8,0,5,1,1,0.7,0.6364,0.42,0.1642,39,453,492
4260,3,0,7,9,0,5,1,1,0.74,0.6515,0.35,0.1642,58,202,260
4261,3,0,7,10,0,5,1,1,0.76,0.6667,0.33,0.1642,61,109,170
4262,3,0,7,11,0,5,1,1,0.8,0.697,0.26,0.0,68,146,214
4263,3,0,7,12,0,5,1,1,0.8,0.697,0.26,0.0,83,180,263
4264,3,0,7,13,0,5,1,1,0.8,0.6818,0.24,0.0,83,209,292
4265,3,0,7,14,0,5,1,1,0.82,0.697,0.23,0.194,78,225,303
4266,3,0,7,15,0,5,1,1,0.82,0.697,0.21,0.2537,82,299,381
4267,3,0,7,16,0,5,1,1,0.82,0.697,0.17,0.0,85,342,427
4268,3,0,7,17,0,5,1,1,0.82,0.697,0.21,0.194,99,362,461
4269,3,0,7,18,0,5,1,1,0.8,0.6818,0.24,0.2537,98,324,422
4270,3,0,7,19,0,5,1,1,0.78,0.6667,0.25,0.194,80,238,318
4271,3,0,7,20,0,5,1,1,0.72,0.6515,0.42,0.2239,84,185,269
4272,3,0,7,21,0,5,1,1,0.7,0.6364,0.45,0.194,69,149,218
4273,3,0,7,22,0,5,1,1,0.7,0.6364,0.42,0.0,49,173,222
4274,3,0,7,23,0,5,1,1,0.68,0.6364,0.47,0.0896,44,96,140
4275,3,0,7,0,0,6,0,1,0.68,0.6364,0.47,0.0896,31,84,115
4276,3,0,7,1,0,6,0,1,0.66,0.6212,0.54,0.0,20,58,78
4277,3,0,7,2,0,6,0,1,0.64,0.6212,0.53,0.0,9,43,52
4278,3,0,7,3,0,6,0,1,0.64,0.6212,0.53,0.0,5,21,26
4279,3,0,7,4,0,6,0,1,0.62,0.6061,0.61,0.0,3,8,11
4280,3,0,7,5,0,6,0,1,0.58,0.5455,0.73,0.1045,1,13,14
4281,3,0,7,6,0,6,0,1,0.62,0.6061,0.69,0.1045,11,21,32
4282,3,0,7,7,0,6,0,1,0.64,0.6061,0.65,0.0,10,35,45
4283,3,0,7,8,0,6,0,1,0.68,0.6364,0.57,0.0,38,94,132
4284,3,0,7,9,0,6,0,1,0.74,0.6667,0.51,0.0896,55,124,179
4285,3,0,7,10,0,6,0,1,0.8,0.7121,0.36,0.0,103,168,271
4286,3,0,7,11,0,6,0,1,0.8,0.7121,0.36,0.0896,144,213,357
4287,3,0,7,12,0,6,0,1,0.82,0.7121,0.3,0.1343,142,232,374
4288,3,0,7,13,0,6,0,1,0.82,0.7121,0.3,0.1045,178,226,404
4289,3,0,7,14,0,6,0,1,0.84,0.7121,0.2,0.0,177,215,392
4290,3,0,7,15,0,6,0,1,0.86,0.7273,0.19,0.1642,168,163,331
4291,3,0,7,16,0,6,0,1,0.88,0.7424,0.22,0.2239,206,192,398
4292,3,0,7,17,0,6,0,1,0.84,0.7273,0.3,0.2239,179,170,349
4293,3,0,7,18,0,6,0,1,0.82,0.7121,0.3,0.2836,193,190,383
4294,3,0,7,19,0,6,0,1,0.8,0.697,0.33,0.2239,156,149,305
4295,3,0,7,20,0,6,0,1,0.76,0.6818,0.45,0.2836,136,148,284
4296,3,0,7,21,0,6,0,1,0.74,0.6667,0.48,0.194,95,137,232
4297,3,0,7,22,0,6,0,1,0.72,0.6667,0.51,0.1642,78,123,201
4298,3,0,7,23,0,6,0,1,0.72,0.6667,0.54,0.2836,66,88,154
4299,3,0,7,0,0,0,0,1,0.7,0.6515,0.58,0.2239,47,97,144
4300,3,0,7,1,0,0,0,2,0.7,0.6515,0.61,0.1642,23,55,78
4301,3,0,7,2,0,0,0,1,0.7,0.6515,0.58,0.194,19,50,69
4302,3,0,7,3,0,0,0,3,0.68,0.6364,0.65,0.0896,8,25,33
4303,3,0,7,4,0,0,0,3,0.68,0.6364,0.65,0.0896,3,2,5
4304,3,0,7,5,0,0,0,3,0.62,0.5758,0.83,0.194,0,1,1
4305,3,0,7,6,0,0,0,2,0.62,0.5455,0.94,0.0896,0,3,3
