season,yr,mnth,hr,weekday,workingday,weathersit,temp,hum,windspeed,cnt
3,1,7,4,4,1,1,0.72,0.58,0.0,7
4,1,9,2,6,0,2,0.54,0.56,0.2239,92
2,0,5,1,2,1,1,0.46,0.59,0.0896,15
1,0,1,23,6,0,2,0.46,0.88,0.2985,39
2,1,3,15,3,1,2,0.62,0.41,0.2985,199
2,0,5,18,2,1,1,0.84,0.53,0.194,417
3,1,7,7,1,1,1,0.7,0.84,0.1343,421
3,0,8,11,3,1,1,0.78,0.43,0.1045,128
4,0,12,0,1,1,1,0.2,0.75,0.0896,17
2,1,4,6,5,1,1,0.32,0.57,0.1642,84
2,1,4,22,5,1,1,0.42,0.38,0.2537,158
1,0,2,18,0,0,1,0.4,0.54,0.194,127
1,0,3,22,1,1,1,0.32,0.49,0.1045,47
1,1,3,11,1,1,1,0.44,0.44,0.2239,150
2,0,5,17,0,0,1,0.74,0.7,0.2836,383
1,0,2,8,6,0,3,0.2,1.0,0.0896,10
4,1,12,8,2,1,2,0.34,0.61,0.2985,724
4,0,12,14,3,1,3,0.44,1.0,0.194,25
4,1,11,11,6,0,2,0.36,0.46,0.3881,340
3,1,9,14,0,0,1,0.72,0.3,0.2836,647
3,1,9,21,1,1,1,0.56,0.49,0.1642,285
1,1,1,3,1,1,1,0.24,0.48,0.194,4
4,0,11,3,4,0,1,0.28,0.65,0.1343,5
4,0,11,10,0,0,1,0.36,0.66,0.0896,262
2,0,5,18,6,0,2,0.7,0.45,0.1642,444
2,1,4,12,6,0,1,0.64,0.57,0.2239,640
2,0,4,16,2,1,1,0.56,0.52,0.2985,192
1,1,12,17,4,1,2,0.26,0.52,0.2836,257
1,0,12,2,3,1,1,0.32,0.61,0.2537,7
3,0,7,15,3,1,1,0.76,0.7,0.2836,185
3,1,7,8,1,1,1,0.72,0.79,0.1045,738
4,0,11,17,3,1,2,0.48,0.88,0.194,233
1,1,2,10,0,0,2,0.26,0.65,0.2836,148
3,0,7,7,4,1,1,0.72,0.7,0.1642,305
3,1,6,11,4,1,1,0.86,0.41,0.1343,161
3,0,9,19,3,1,2,0.7,0.7,0.1045,381
1,1,2,17,3,1,1,0.58,0.43,0.194,539
2,1,4,23,0,0,1,0.5,0.39,0.2537,51
1,0,2,4,4,1,1,0.32,0.57,0.194,4
4,1,9,9,0,0,1,0.5,0.51,0.3284,276
3,0,9,1,4,1,2,0.6,0.94,0.0896,11
4,1,12,3,0,0,2,0.4,0.87,0.1045,48
1,0,1,12,0,0,1,0.16,0.37,0.4627,116
1,1,12,22,0,0,1,0.24,0.6,0.1045,58
2,0,6,14,2,1,2,0.8,0.43,0.2836,146
1,0,3,10,4,1,1,0.18,0.29,0.194,56
4,1,10,12,2,1,2,0.62,0.46,0.0896,378
1,1,2,8,2,1,1,0.2,0.69,0.0896,464
3,0,8,12,1,1,1,0.9,0.33,0.2537,168
3,0,9,12,3,1,2,0.64,0.78,0.0896,193
4,0,12,11,2,1,1,0.34,0.46,0.2537,124
1,1,12,3,0,0,2,0.26,0.56,0.4179,15
4,1,10,19,5,1,1,0.42,0.41,0.2239,493
2,1,4,23,1,1,2,0.52,0.55,0.2239,60
3,0,8,19,2,1,1,0.66,0.5,0.2239,367
3,0,8,23,4,1,1,0.66,0.5,0.1642,127
1,0,1,9,5,1,3,0.18,0.86,0.0896,101
3,0,7,17,3,1,1,0.84,0.59,0.194,455
3,0,9,15,4,1,1,0.72,0.51,0.1343,174
1,1,3,2,5,1,1,0.34,0.53,0.2836,6
1,1,1,6,0,0,1,0.2,0.4,0.1045,5
2,0,5,20,3,1,1,0.4,0.62,0.3284,191
4,1,9,13,6,0,1,0.62,0.41,0.2985,686
2,0,5,8,4,1,2,0.66,0.83,0.1642,489
4,1,10,14,0,0,1,0.66,0.39,0.4179,617
2,1,5,15,6,0,1,0.68,0.24,0.194,590
3,1,9,13,2,1,1,0.66,0.29,0.0896,328
1,0,12,9,4,1,2,0.2,0.64,0.1343,170
2,1,5,20,0,0,1,0.6,0.64,0.194,276
2,0,5,11,0,0,1,0.7,0.54,0.194,373
4,1,10,3,6,0,1,0.5,0.88,0.1642,26
4,0,10,17,1,1,1,0.56,0.64,0.1343,620
2,1,6,11,0,0,1,0.62,0.57,0.1045,546
3,1,7,0,0,0,1,0.68,0.89,0.1642,187
3,1,9,4,1,1,1,0.52,0.68,0.2836,5
4,0,12,14,0,0,1,0.42,0.62,0.1343,323
3,0,8,4,4,1,1,0.64,0.73,0.2239,9
1,0,2,1,3,1,3,0.22,0.93,0.194,3
2,1,6,0,4,1,1,0.52,0.77,0.1343,59
3,0,7,15,4,1,1,0.86,0.41,0.2537,166
3,1,7,3,5,1,2,0.68,0.61,0.0,9
3,0,9,5,5,1,2,0.62,0.94,0.1343,14
1,1,12,6,2,0,2,0.22,0.93,0.1343,7
3,0,8,9,4,1,1,0.72,0.66,0.2537,228
3,1,7,1,0,0,2,0.68,0.89,0.1343,168
1,0,1,2,2,1,1,0.16,0.69,0.2239,2
1,1,2,1,1,1,1,0.12,0.5,0.2239,6
4,1,11,21,3,1,1,0.3,0.56,0.0,213
2,1,6,6,0,0,1,0.62,0.73,0.0,30
2,1,6,10,0,0,1,0.62,0.43,0.2239,404
1,1,3,13,0,0,2,0.46,0.82,0.1642,544
4,1,9,14,2,1,1,0.66,0.39,0.3284,293
2,0,5,22,5,1,1,0.54,0.73,0.0,152
3,0,8,19,3,1,3,0.7,0.84,0.0,321
2,0,4,7,6,0,2,0.26,0.7,0.1045,18
4,0,10,8,1,1,2,0.42,0.88,0.1642,398
4,0,11,11,6,0,1,0.36,0.46,0.1045,238
2,0,6,21,1,1,1,0.66,0.57,0.0896,189
3,1,7,3,0,0,2,0.68,0.89,0.1642,57
1,0,12,10,4,1,2,0.22,0.64,0.1642,110
3,0,7,22,4,1,1,0.74,0.62,0.1642,182
1,1,1,20,2,1,1,0.32,0.76,0.0,229
2,1,5,16,2,1,3,0.64,0.73,0.2239,389
3,1,9,1,0,0,1,0.56,0.73,0.2239,124
2,0,5,4,6,0,1,0.4,0.82,0.1045,5
1,1,1,19,3,1,2,0.34,0.53,0.0,316
4,0,10,11,5,1,1,0.56,0.63,0.0,230
1,1,1,23,2,1,1,0.32,0.76,0.0,99
1,1,1,23,2,1,1,0.46,0.72,0.3881,61
3,0,7,7,1,1,2,0.74,0.79,0.0,277
4,1,10,16,3,1,2,0.72,0.58,0.0,478
3,1,7,9,5,1,2,0.72,0.51,0.0,414
2,1,5,13,5,1,2,0.64,0.73,0.0,278
4,1,11,13,0,0,1,0.4,0.43,0.2239,493
1,1,1,15,2,1,1,0.54,0.26,0.4478,177
2,1,6,10,6,0,1,0.6,0.53,0.2985,493
1,0,1,11,1,1,1,0.2,0.4,0.3284,51
2,0,5,2,5,1,1,0.68,0.61,0.2239,18
2,0,5,21,2,1,2,0.64,0.61,0.4478,225
1,0,1,16,2,1,2,0.22,0.87,0.194,61
2,0,5,8,1,1,1,0.52,0.55,0.2239,374
4,0,10,19,5,1,1,0.56,0.52,0.0,294
3,1,9,9,2,1,2,0.66,0.83,0.5821,293
1,1,3,5,3,1,1,0.28,0.56,0.2985,18
3,1,6,0,1,1,1,0.72,0.62,0.2537,68
4,0,10,16,3,1,1,0.64,0.47,0.3284,282
4,0,11,1,5,1,2,0.4,0.82,0.0,17
1,1,3,17,0,0,1,0.52,0.27,0.2985,498
3,0,9,8,6,0,1,0.64,0.69,0.1642,89
3,1,6,5,2,1,1,0.52,0.48,0.3881,39
2,1,4,5,0,0,1,0.5,0.68,0.1642,10
3,1,7,19,1,1,1,0.74,0.55,0.1642,631
4,0,11,0,4,1,1,0.36,0.76,0.0896,31
1,1,1,16,0,0,2,0.44,0.54,0.2985,215
1,0,1,18,0,0,1,0.12,0.3,0.2537,49
1,0,3,20,5,1,1,0.62,0.46,0.1343,149
3,0,7,18,1,1,1,0.86,0.53,0.3881,472
3,1,6,8,0,0,1,0.7,0.58,0.0,141
1,1,3,0,3,1,1,0.54,0.6,0.1045,39
3,0,8,5,5,1,1,0.6,0.56,0.1343,26
1,0,2,7,4,1,1,0.32,0.57,0.1045,126
2,1,4,3,5,1,1,0.44,0.88,0.1045,10
4,0,10,1,6,0,1,0.46,0.82,0.0,65
4,1,10,6,4,1,2,0.52,0.88,0.194,171
1,0,1,1,1,1,1,0.22,0.64,0.2537,7
1,1,3,15,2,1,2,0.62,0.69,0.1045,244
1,0,2,5,3,1,3,0.22,0.93,0.1045,3
2,1,5,23,4,1,2,0.64,0.78,0.1343,167
1,0,3,11,3,1,2,0.36,0.81,0.1343,75
2,0,3,0,4,1,2,0.32,0.93,0.2239,11
2,1,3,14,6,0,3,0.52,0.88,0.3582,223
4,0,11,15,0,0,1,0.48,0.51,0.194,306
3,1,8,4,2,1,1,0.66,0.83,0.1343,8
4,0,10,22,6,0,1,0.5,0.36,0.1343,166
3,1,7,1,1,1,1,0.7,0.74,0.0,19
4,0,10,0,4,1,1,0.46,0.94,0.0,26
4,0,10,3,0,0,1,0.24,0.75,0.3582,33
3,1,8,0,3,1,1,0.68,0.79,0.1642,47
1,1,1,13,4,1,2,0.38,0.71,0.0,173
4,0,10,11,2,1,2,0.6,0.49,0.1045,147
4,0,12,0,1,1,1,0.2,0.69,0.0896,20
1,0,12,18,6,0,1,0.42,0.54,0.1343,93
2,1,4,20,3,1,1,0.64,0.27,0.2239,372
4,0,12,8,6,0,1,0.26,0.65,0.1343,73
4,0,10,6,5,1,1,0.42,0.88,0.0,87
2,1,6,9,0,0,1,0.7,0.58,0.0,266
1,0,1,23,2,1,1,0.2,0.69,0.0896,11
2,0,4,7,5,1,2,0.34,0.53,0.2836,180
1,1,3,17,3,1,1,0.56,0.43,0.4925,612
3,1,8,17,2,1,1,0.8,0.35,0.3881,864
3,1,8,11,1,1,1,0.76,0.66,0.1343,260
4,1,12,22,5,1,2,0.36,0.93,0.0896,165
4,1,11,11,6,0,2,0.28,0.41,0.2985,186
2,0,6,6,4,1,3,0.58,0.73,0.1642,112
3,1,7,3,1,1,2,0.72,0.54,0.4179,5
1,0,3,12,2,1,1,0.3,0.39,0.1343,86
3,1,9,6,2,1,1,0.46,0.77,0.1045,211
2,1,5,5,1,1,2,0.54,0.77,0.1642,26
2,0,6,7,6,0,1,0.72,0.58,0.194,68
3,1,7,9,0,0,1,0.72,0.62,0.2537,226
3,1,8,19,6,0,2,0.66,0.89,0.1045,275
3,1,8,3,0,0,2,0.62,0.61,0.1642,55
3,0,6,16,3,1,2,0.82,0.59,0.3284,258
3,1,6,15,5,1,1,0.96,0.36,0.0,230
4,1,10,0,5,1,1,0.4,0.66,0.1045,68
1,1,2,2,4,1,2,0.3,0.7,0.0896,7
2,0,4,0,6,0,2,0.44,0.54,0.2537,106
2,0,6,3,5,1,1,0.54,0.49,0.2239,5
4,0,10,16,5,1,2,0.36,0.46,0.1642,308
4,0,9,2,3,1,1,0.6,0.88,0.2537,9
4,1,10,2,4,1,1,0.54,0.77,0.0,18
3,1,6,2,0,0,2,0.68,0.51,0.0,114
3,0,8,20,3,1,3,0.7,0.84,0.1045,87
2,0,6,0,6,0,1,0.56,0.52,0.0,93
1,1,2,14,1,1,1,0.34,0.23,0.1045,135
4,0,10,3,6,0,1,0.4,0.62,0.1343,20
4,0,11,19,4,0,1,0.4,0.54,0.1045,28
1,1,1,10,4,1,1,0.34,0.81,0.1045,90
4,1,12,19,6,0,1,0.4,0.87,0.0,246
3,0,9,7,2,1,1,0.58,0.83,0.0896,362
1,1,1,6,4,1,2,0.2,0.75,0.1343,78
2,0,5,2,0,0,1,0.48,0.63,0.0,59
3,1,8,16,1,1,1,0.8,0.55,0.2537,444
4,1,11,5,2,1,2,0.22,0.64,0.194,41
4,0,11,23,1,1,1,0.56,0.64,0.2985,61
1,0,2,17,5,1,1,0.66,0.34,0.3582,327
1,1,3,0,6,0,3,0.36,0.93,0.0896,22
3,1,8,14,1,1,1,0.8,0.33,0.1045,248
2,1,6,15,6,0,1,0.84,0.2,0.2985,555
3,1,6,4,4,1,1,0.7,0.84,0.0896,12
1,0,3,9,4,1,3,0.4,0.0,0.2239,24
2,0,4,14,1,1,2,0.58,0.49,0.194,144
3,1,8,21,4,1,1,0.72,0.66,0.1343,307
4,1,10,12,6,0,1,0.6,0.53,0.2537,668
2,0,5,17,2,1,1,0.84,0.53,0.2239,495
3,0,7,4,3,1,1,0.74,0.58,0.2537,5
4,1,10,12,5,1,1,0.72,0.42,0.1642,468
2,0,5,14,4,1,1,0.82,0.52,0.2836,189
4,1,10,13,2,1,2,0.5,0.67,0.1343,238
4,1,12,23,4,1,3,0.4,0.82,0.2985,13
4,0,12,19,2,1,1,0.38,0.66,0.0,224
4,0,12,20,2,1,1,0.36,0.66,0.0,147
2,0,4,13,6,0,2,0.36,0.81,0.0,222
2,0,4,20,3,1,1,0.44,0.62,0.2537,126
2,1,5,1,2,1,3,0.56,0.88,0.1343,19
3,1,6,6,4,1,1,0.62,0.57,0.0896,193
1,0,1,15,4,1,1,0.24,0.38,0.2985,60
2,0,5,12,3,1,2,0.44,0.62,0.3582,124
3,1,7,1,0,0,1,0.82,0.56,0.1045,124
3,1,9,10,4,1,1,0.58,0.53,0.0896,190
3,1,7,17,1,1,1,0.84,0.32,0.1343,747
4,1,11,6,0,0,1,0.28,0.81,0.1642,15
3,0,7,5,3,1,1,0.7,0.54,0.2836,18
3,1,6,9,0,0,1,0.72,0.51,0.0,232
4,1,11,22,5,1,1,0.3,0.75,0.0,163
3,1,7,6,4,1,1,0.66,0.78,0.2537,181
3,0,7,0,5,1,1,0.74,0.66,0.1045,47
2,1,5,20,3,1,1,0.52,0.77,0.2537,338
1,0,1,8,0,0,1,0.22,0.55,0.2836,18
4,1,11,18,5,1,2,0.38,0.43,0.3284,522
3,0,7,22,4,1,1,0.64,0.57,0.0896,176
1,0,2,8,1,1,2,0.16,1.0,0.0,230
4,0,10,20,1,1,1,0.48,0.82,0.1045,129
4,1,10,3,3,1,1,0.5,0.77,0.0896,4
4,1,11,20,5,1,1,0.36,0.66,0.1343,255
1,0,3,14,4,1,1,0.5,0.45,0.1045,119
4,1,11,2,4,1,1,0.22,0.64,0.0,7
4,1,12,8,2,1,1,0.38,0.94,0.0,662
2,0,4,8,3,1,3,0.38,0.94,0.194,164
2,1,5,5,5,1,1,0.56,0.88,0.194,24
4,1,10,13,2,1,2,0.6,0.88,0.1343,154
1,1,2,10,4,1,3,0.32,0.7,0.1343,44
3,1,7,0,2,1,1,0.7,0.7,0.0896,69
3,0,6,21,3,1,1,0.72,0.39,0.2239,221
1,1,3,19,2,1,1,0.34,0.46,0.2985,287
2,1,5,10,4,1,2,0.52,0.77,0.0,168
4,0,11,2,3,1,1,0.32,0.93,0.0,5
4,0,12,5,5,1,1,0.22,0.8,0.0,20
4,0,10,22,6,0,1,0.4,0.76,0.0,144
3,0,9,12,1,1,2,0.58,0.6,0.0896,189
4,0,10,19,6,0,2,0.38,0.82,0.194,126
2,0,5,11,4,1,1,0.58,0.6,0.2239,179
1,0,2,13,3,1,1,0.18,0.4,0.2537,69
1,0,2,21,6,0,1,0.26,0.41,0.0,51
4,1,10,2,0,0,1,0.4,0.62,0.1642,132
2,0,3,15,0,0,1,0.32,0.36,0.2836,172
2,1,4,0,6,0,1,0.52,0.77,0.2239,142
3,1,7,6,6,0,2,0.64,0.78,0.0896,35
4,1,12,16,0,0,2,0.38,0.82,0.1045,400
2,1,5,12,6,0,1,0.66,0.36,0.0,642
4,1,12,21,0,0,2,0.36,0.93,0.0,106
2,0,5,1,2,1,2,0.56,0.78,0.2537,14
4,0,11,4,3,1,1,0.3,0.87,0.0,4
2,1,5,13,2,1,2,0.64,0.73,0.0,243
4,1,10,9,1,0,2,0.38,0.66,0.1642,332
2,0,4,9,6,0,2,0.34,0.87,0.1045,98
2,0,6,0,6,0,1,0.7,0.79,0.1343,117
4,1,12,20,4,1,1,0.3,0.45,0.0,241
3,1,6,9,5,1,1,0.76,0.55,0.1642,300
1,0,1,18,4,1,1,0.22,0.51,0.1343,163
3,1,8,11,4,1,1,0.76,0.4,0.0896,276
4,0,10,13,1,1,1,0.56,0.46,0.0896,205
1,0,1,21,1,0,3,0.16,0.8,0.194,27
4,0,10,20,3,1,1,0.52,0.77,0.1642,246
2,1,5,21,5,1,1,0.7,0.65,0.1343,255
2,0,6,14,5,1,1,0.76,0.52,0.194,215
4,1,11,20,4,1,2,0.38,0.54,0.2537,296
1,0,12,17,3,1,3,0.44,1.0,0.3284,229
4,1,11,17,3,1,2,0.32,0.53,0.3881,517
4,1,11,19,0,0,1,0.36,0.66,0.1642,210
1,1,2,15,4,1,3,0.34,0.76,0.0,53
4,0,12,15,1,1,2,0.32,0.57,0.1045,132
1,0,1,16,1,1,1,0.2,0.4,0.1343,74
4,1,9,20,5,1,3,0.6,0.53,0.1642,336
4,0,10,23,5,1,1,0.46,0.59,0.1642,95
3,0,7,3,6,0,1,0.6,0.78,0.1343,26
1,1,1,22,0,0,1,0.32,0.26,0.3881,64
2,1,5,16,6,0,2,0.68,0.65,0.3881,540
3,1,7,12,6,0,1,0.84,0.41,0.2239,487
1,1,1,2,2,1,1,0.3,0.42,0.2239,2
3,1,7,18,2,1,2,0.86,0.3,0.0,627
4,1,10,6,3,1,1,0.3,0.81,0.1642,116
3,0,8,14,1,1,1,0.92,0.29,0.194,123
1,1,2,20,6,0,3,0.24,0.93,0.194,77
2,0,5,17,4,1,1,0.8,0.46,0.2836,494
2,0,5,9,2,1,1,0.8,0.55,0.1343,175
2,0,6,17,3,1,1,0.74,0.28,0.1045,638
4,0,10,1,5,1,1,0.58,0.94,0.1343,24
3,1,7,6,5,1,1,0.74,0.66,0.194,131
2,0,5,2,5,1,1,0.38,0.62,0.1045,16
3,0,7,11,5,1,1,0.8,0.26,0.0,214
4,0,12,23,3,1,1,0.24,0.93,0.3881,16
2,0,4,21,5,0,2,0.4,0.76,0.2985,102
2,1,3,21,5,1,1,0.38,0.66,0.1343,220
3,0,8,6,5,1,1,0.62,0.5,0.1343,76
2,1,3,4,2,1,1,0.24,0.32,0.3582,3
3,1,9,19,5,1,1,0.68,0.57,0.1642,579
2,0,6,18,3,1,3,0.82,0.56,0.3881,309
4,1,10,22,6,0,1,0.44,0.62,0.1343,185
3,1,8,16,4,1,1,0.86,0.39,0.2537,417
3,1,8,15,6,0,2,0.64,0.73,0.3284,233
1,1,2,8,0,0,2,0.24,0.56,0.194,56
3,1,8,4,3,1,1,0.64,0.83,0.1045,4
4,1,9,23,2,1,1,0.6,0.56,0.3284,98
3,1,8,14,4,1,1,0.88,0.32,0.2239,247
4,1,10,16,4,1,1,0.6,0.56,0.2836,450
3,0,8,3,1,1,3,0.7,0.65,0.1343,5
4,0,12,23,2,1,3,0.46,1.0,0.1642,53
1,0,2,4,0,0,1,0.26,0.6,0.3582,2
3,1,7,9,3,1,1,0.72,0.37,0.2985,342
2,0,4,8,1,1,1,0.56,0.88,0.1045,353
1,1,2,4,0,0,1,0.24,0.41,0.194,6
1,1,12,17,5,1,1,0.24,0.6,0.1343,271
2,0,5,20,2,1,1,0.58,0.83,0.4179,283
2,0,6,18,6,0,2,0.74,0.3,0.1642,341
2,0,6,0,1,1,1,0.62,0.78,0.1343,29
3,1,9,14,1,0,1,0.74,0.7,0.2985,512
3,1,7,19,1,1,1,0.8,0.63,0.1343,595
3,0,6,12,4,1,2,0.76,0.66,0.2836,160
4,0,12,2,6,0,2,0.28,0.56,0.2239,58
4,1,10,8,5,1,2,0.54,0.94,0.1045,467
3,1,8,16,2,1,1,0.82,0.33,0.3284,480
2,0,5,8,3,1,1,0.64,0.69,0.2239,531
4,1,12,4,2,1,2,0.34,0.76,0.2836,8
3,1,8,16,5,1,1,0.78,0.55,0.2985,467
1,1,12,17,2,0,2,0.32,0.57,0.2537,50
2,1,4,1,5,1,1,0.5,0.59,0.4478,35
3,1,8,9,3,1,2,0.68,0.74,0.0896,350
2,1,6,3,3,1,1,0.62,0.83,0.194,8
2,1,4,10,4,1,2,0.46,0.94,0.1642,139
2,1,5,3,0,0,1,0.64,0.73,0.1642,36
4,0,11,23,3,1,1,0.28,0.52,0.2836,50
1,0,3,0,5,1,1,0.42,0.58,0.2836,29
1,0,3,19,4,1,3,0.44,0.0,0.5821,56
1,0,1,7,5,1,1,0.2,0.51,0.2836,68
1,0,2,9,4,1,1,0.16,0.47,0.2985,133
1,0,12,6,4,1,1,0.36,0.87,0.0,64
3,1,6,3,4,1,1,0.66,0.5,0.0896,7
2,0,6,8,1,1,3,0.56,0.83,0.194,221
4,1,10,5,4,1,3,0.64,0.89,0.1045,39
4,1,10,23,6,0,1,0.44,0.62,0.1343,179
4,1,10,9,6,0,1,0.36,0.5,0.0896,266
3,1,9,6,6,0,1,0.54,0.49,0.4179,33
3,0,8,20,0,0,1,0.7,0.79,0.2537,181
4,1,10,8,5,1,1,0.42,0.71,0.0896,745
3,0,7,13,1,0,2,0.78,0.49,0.0,423
1,1,1,4,3,1,1,0.2,0.8,0.1343,2
4,1,11,22,1,1,1,0.32,0.61,0.0,104
3,0,8,0,6,0,1,0.66,0.78,0.194,133
4,0,10,13,1,1,2,0.44,0.44,0.2239,152
4,1,10,13,5,1,2,0.58,0.68,0.1343,337
3,0,8,2,3,1,1,0.72,0.54,0.1642,11
2,1,6,3,2,1,2,0.66,0.69,0.2537,12
4,1,11,20,5,1,1,0.36,0.46,0.2537,227
4,1,10,21,1,1,1,0.48,0.67,0.0896,174
4,1,9,20,1,1,1,0.52,0.52,0.1045,432
2,0,5,20,4,1,1,0.5,0.34,0.1642,258
2,1,6,1,6,0,2,0.56,0.83,0.1045,76
3,0,8,12,2,1,1,0.7,0.39,0.0896,237
4,1,10,8,0,0,1,0.44,0.77,0.194,132
1,0,2,22,5,1,2,0.24,0.65,0.1642,46
4,0,11,19,4,1,2,0.36,0.71,0.2239,211
2,1,4,11,0,0,1,0.5,0.25,0.2836,404
1,1,3,22,0,0,1,0.26,0.41,0.2537,62
4,0,10,14,2,1,1,0.58,0.53,0.2537,183
2,0,5,21,5,1,1,0.6,0.83,0.1045,151
4,1,12,5,3,1,1,0.26,0.6,0.194,37
2,1,4,11,4,1,2,0.42,0.38,0.2239,268
4,1,9,1,1,1,1,0.46,0.67,0.1343,18
3,0,7,19,3,1,1,0.82,0.67,0.1642,382
1,0,3,13,0,0,2,0.46,0.94,0.3582,105
4,1,11,4,6,0,2,0.32,0.49,0.2985,16
1,1,1,7,1,0,1,0.24,0.32,0.3881,16
3,1,8,0,4,1,1,0.7,0.74,0.0,63
4,1,11,19,1,1,2,0.4,0.58,0.2836,406
1,0,12,16,4,1,2,0.46,0.63,0.0,256
1,0,1,20,0,0,1,0.18,0.47,0.1642,57
4,1,10,23,0,0,2,0.56,0.68,0.2836,105
2,1,4,18,5,1,1,0.62,0.5,0.2836,668
1,0,1,19,1,1,1,0.2,0.47,0.0,110
3,0,6,8,3,1,1,0.7,0.48,0.2836,540
4,1,11,10,1,1,1,0.32,0.49,0.0,147
4,1,12,9,6,0,2,0.38,0.94,0.0,170
1,0,3,9,4,1,1,0.4,0.62,0.2537,185
2,1,4,17,2,1,1,0.62,0.17,0.194,757
3,0,8,18,0,0,1,0.74,0.66,0.1642,347
3,0,6,2,4,1,1,0.72,0.74,0.2239,4
4,0,11,23,5,1,1,0.32,0.49,0.3284,89
2,0,3,18,1,1,2,0.52,0.72,0.2239,276
4,1,11,14,2,1,1,0.36,0.4,0.1045,240
3,1,9,15,2,1,1,0.8,0.59,0.4627,292
2,1,5,4,3,1,1,0.54,0.88,0.0,4
2,0,5,14,4,1,3,0.54,0.73,0.194,180
2,1,5,16,4,1,1,0.58,0.3,0.4627,421
2,0,3,17,5,1,2,0.32,0.36,0.3582,225
4,1,9,8,0,0,1,0.48,0.67,0.1045,144
1,0,3,20,4,1,3,0.36,0.0,0.3284,38
2,0,3,1,2,1,1,0.42,1.0,0.1343,19
1,0,2,21,4,1,2,0.34,0.87,0.3284,83
1,1,12,0,0,0,1,0.22,0.47,0.2836,27
1,1,1,18,1,1,4,0.2,0.86,0.0896,164
1,0,12,16,2,1,3,0.44,0.88,0.3284,46
3,0,7,22,0,0,1,0.72,0.66,0.2239,181
3,1,7,12,4,1,1,0.9,0.35,0.3582,276
3,1,9,15,6,0,2,0.86,0.44,0.2836,563
3,1,8,17,4,1,1,0.86,0.36,0.2537,810
4,0,12,7,1,1,1,0.18,0.74,0.1045,191
4,1,10,10,1,0,2,0.38,0.68,0.1343,298
1,1,2,18,4,1,1,0.34,0.31,0.1642,417
3,0,7,9,2,1,1,0.76,0.4,0.2239,187
4,1,11,4,5,1,1,0.32,0.53,0.3582,14
2,1,5,22,4,1,1,0.62,0.78,0.0,246
2,1,5,6,1,1,1,0.46,0.88,0.1045,142
1,0,2,0,4,1,1,0.22,0.55,0.0896,11
1,0,3,18,6,0,1,0.46,0.31,0.3284,217
3,1,8,9,0,0,2,0.66,0.74,0.0,270
2,1,4,2,2,1,1,0.36,0.71,0.1343,2
1,1,1,19,1,1,1,0.3,0.45,0.1045,306
1,1,3,6,2,1,3,0.46,0.82,0.194,113
3,1,8,21,0,0,3,0.62,0.78,0.0896,190
3,1,9,5,3,1,2,0.7,0.79,0.2985,40
4,0,9,6,4,1,2,0.6,0.88,0.0896,111
3,1,6,23,1,1,1,0.64,0.33,0.3284,103
1,0,2,14,4,1,1,0.22,0.37,0.3881,47
4,0,11,14,5,1,1,0.44,0.47,0.2985,201
3,0,8,12,4,1,1,0.78,0.31,0.2537,214
1,0,2,15,5,1,1,0.46,0.41,0.806,55
4,0,10,12,1,1,1,0.42,0.44,0.2239,170
2,0,3,11,4,1,2,0.3,0.81,0.2985,71
1,0,12,8,4,1,2,0.2,0.64,0.0,210
1,0,2,0,3,1,3,0.22,0.93,0.1045,2
4,1,12,6,6,0,1,0.24,0.87,0.1343,27
1,1,2,9,3,1,1,0.32,0.7,0.0896,252
3,1,7,1,5,1,1,0.66,0.89,0.1343,11
4,0,12,9,5,1,1,0.28,0.81,0.0,246
3,0,7,6,0,0,2,0.8,0.63,0.0896,22
2,0,5,15,1,1,2,0.72,0.62,0.4478,176
2,0,5,3,0,0,1,0.5,1.0,0.1045,33
1,1,3,4,6,0,2,0.42,0.94,0.0,2
1,1,1,16,2,1,1,0.4,0.71,0.1343,278
4,1,11,18,6,0,1,0.44,0.54,0.1343,359
3,0,8,5,3,1,1,0.56,0.73,0.1045,27
2,1,5,0,6,0,1,0.64,0.83,0.1642,116
4,0,12,8,6,0,2,0.26,0.56,0.2239,59
1,1,1,8,1,1,3,0.2,0.86,0.1343,272
1,0,3,11,0,0,1,0.34,0.39,0.1045,203
3,1,6,14,2,1,1,0.7,0.3,0.4627,267
3,0,9,2,5,1,2,0.62,1.0,0.2537,8
3,0,8,6,2,1,1,0.68,0.69,0.1045,117
1,0,3,16,1,1,1,0.4,0.35,0.1045,107
1,0,1,3,1,1,1,0.12,0.5,0.2239,1
2,1,6,12,6,0,1,0.68,0.41,0.1045,603
4,1,12,12,0,0,2,0.34,0.81,0.1642,520
3,0,7,1,5,1,1,0.72,0.79,0.0,34
4,1,12,7,3,1,2,0.26,0.6,0.194,369
3,0,8,7,2,1,1,0.72,0.74,0.1045,343
1,0,12,0,2,1,1,0.26,0.7,0.1642,12
2,0,4,3,2,1,2,0.54,0.73,0.3284,4
2,0,5,12,6,0,3,0.52,1.0,0.0896,279
1,0,2,11,6,0,3,0.22,1.0,0.1343,47
1,0,1,0,2,1,1,0.14,0.59,0.1045,12
1,1,3,16,0,0,1,0.54,0.73,0.0896,541
3,1,7,23,1,1,1,0.72,0.66,0.1642,114
1,0,1,0,1,1,1,0.12,0.5,0.2836,5
